crime,number,location,BEAT,neighborhood,npu,lat,long,type,road,neighbourhood_lookup,county,postcode,ZONE,crimeid_x,dateid,neighborhoodid,npuid,neighbourhood_lookupid,locationid,BEATid,ZONEid,day,month,quarter,year,count_crime_type
LARCENY-FROM VEHICLE,92971517,1057 WASHITA AVE NE,602,Inman Park,N,33.76376,-84.3533,house_number,Washita Avenue Northeast,Little Five Points,Fulton County,30307,6,2,225,6,5,6,4757,6,3,24,10,4,2009,1
BURGLARY-RESIDENCE,92971559,300 CLIMAX ST SE,305,Chosewood Park,Y,33.7211,-84.37801,house_number,Climax Street Southeast,Roseland,Fulton County,30315,3,7,225,15,12,16,7093,16,2,24,10,4,2009,1
LARCENY-FROM VEHICLE,92971562,1911 HALLMAN ST NE,610,Kirkwood,O,33.75417,-84.32506,house_number,Hallman Street Northeast,Kirkwood,DeKalb County,30317,6,2,225,61,10,54,7094,54,3,24,10,4,2009,1
LARCENY-FROM VEHICLE,92971597,1143 SELLS AVE SW,104,West End,T,33.74574,-84.42509,house_number,Sells Avenue Southwest,Joel Chandler Harris Homes,Fulton County,30310,1,2,225,1,1,64,3827,47,5,24,10,4,2009,1
LARCENY-FROM VEHICLE,92971623,1150 PEACHTREE ST NE,503,Midtown,E,33.78595,-84.3837,amenity,Peachtree Street Northeast,Midtown,Fulton County,30309,5,2,225,25,11,24,7095,27,4,24,10,4,2009,1
LARCENY-NON VEHICLE,92971628,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,225,27,15,27,41,29,6,24,10,4,2009,1
LARCENY-NON VEHICLE,92971647,850 OAK ST SW,401,West End,T,33.74057,-84.4168,office,Oak Street Southwest,West End,Fulton County,30310,4,3,225,1,1,1,1,1,1,24,10,4,2009,1
LARCENY-FROM VEHICLE,92971766,349 SPELMAN LN SW,101,The Villages at Castleberry H,T,33.74468,-84.40847,building,Spelman Lane Southwest,Atlanta University Center,Fulton County,30303,1,2,225,14,1,15,7096,15,5,24,10,4,2009,1
AUTO THEFT,92971777,537 BECKWITH CT SW,101,Atlanta University Center,T,33.75212,-84.40522,house_number,Beckwith Court Southwest,Castleberry Hill,Fulton County,30314,1,1,225,22,1,14,7097,15,5,24,10,4,2009,1
BURGLARY-RESIDENCE,92960994,859 SIMS ST SW,302,Pittsburgh,V,33.73151,-84.4033,house_number,Sims Street Southwest,Pittsburgh,Fulton County,30310,3,7,226,31,8,31,3741,33,2,23,10,4,2009,1
LARCENY-NON VEHICLE,92961025,425 LANGHORN ST SW,401,Westview,T,33.74363,-84.43301,road,West End Trail,West End,Fulton County,30314,4,3,226,32,1,1,7098,1,1,23,10,4,2009,1
BURGLARY-RESIDENCE,92961096,604 STOKESWOOD AVE SE,612,East Atlanta,W,33.73766,-84.34448,house_number,Stokeswood Avenue Southeast,Brownwood,DeKalb County,30316,6,7,226,24,9,35,7099,24,3,23,10,4,2009,1
LARCENY-NON VEHICLE,92961110,188 14TH ST NE,502,Midtown,E,33.78663,-84.38139,tourism,14th Street Northeast,Midtown,Fulton County,30361,5,3,226,25,11,24,478,43,4,23,10,4,2009,1
BURGLARY-NONRES,92961125,706 PEARCE ST SW,301,Adair Park,V,33.72929,-84.4108,house_number,Pearce Street Southwest,Pittsburgh,Fulton County,30310,3,8,226,53,8,31,6002,2,2,23,10,4,2009,1
RAPE,92961166,230 18TH ST NW,501,Atlantic Station,E,33.79212,-84.39554,shop,Market Street Northwest,Atlantic Station,Fulton County,30363,5,6,226,50,11,47,5251,48,4,23,10,4,2009,1
LARCENY-NON VEHICLE,92961243,1801 HOWELL MILL ROAD,204,Berkeley Park,D,33.80448,-84.41348,shop,Howell Mill Road Northwest,Woodward,Fulton County,30318,2,3,226,27,15,27,54,29,6,23,10,4,2009,1
LARCENY-FROM VEHICLE,92961273,2667 COLGAN CT SE,611,East Lake,O,33.74782,-84.29977,house_number,Colgan Court,East Lake Highlands,DeKalb County,30317,6,2,226,17,10,36,7100,18,3,23,10,4,2009,1
ROBBERY-PEDESTRIAN,92961323,MACEDONIA RD SE / RUBY H HARPER BLVD SE,312,Orchard Knob,Z,33.66489,-84.3802,house_number,Ruby H Harper Boulevard,Gilbert Gardens,Fulton County,30354,3,4,226,72,20,70,7101,49,2,23,10,4,2009,1
LARCENY-NON VEHICLE,92961340,2624 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82659,-84.36721,house_number,Piedmont Road Northeast,Lindbergh,Fulton County,30324,2,3,226,8,7,8,7102,8,6,23,10,4,2009,1
LARCENY-NON VEHICLE,92961352,232 FORSYTH ST SW,512,Downtown,M,33.7485,-84.39664,amenity,Forsyth Street Southwest,South Downtown,Fulton County,30303,5,3,226,5,3,41,761,40,4,23,10,4,2009,1
BURGLARY-RESIDENCE,92961363,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45882,house_number,Hollywood Road Northwest,Grove Park,Fulton County,30318,1,7,226,47,22,43,431,28,5,23,10,4,2009,1
LARCENY-NON VEHICLE,92961374,64 PEACHTREE ST.,511,Downtown,M,33.75254,-84.39101,historic,Kimball Way Southeast,Five Points,Fulton County,30303,5,3,226,5,3,9,7103,25,4,23,10,4,2009,1
LARCENY-NON VEHICLE,92961394,275 PRYOR ST SW,512,Downtown,M,33.74747,-84.39415,amenity,Pryor Street Southwest,South Downtown,Fulton County,30303,5,3,226,5,3,41,1812,40,4,23,10,4,2009,1
LARCENY-NON VEHICLE,92961444,595 W LAKE AVE NW,107,Grove Park,J,33.7717,-84.44165,house_number,West Lake Avenue Northwest,Grove Park,Fulton County,30318,1,3,226,26,6,43,7104,63,5,23,10,4,2009,1
LARCENY-NON VEHICLE,92961520,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,226,27,15,27,41,29,6,23,10,4,2009,1
BURGLARY-RESIDENCE,92961565,923 WALKER AVE SE,607,Ormewood Park,W,33.72919,-84.35982,house_number,Walker Avenue Southeast,Ormewood,Fulton County,30316,6,7,226,60,9,52,7105,50,3,23,10,4,2009,1
LARCENY-FROM VEHICLE,92961636,1101 JUNIPER ST NE,503,Midtown,E,33.78465,-84.3821,building,13th Street Northeast,Midtown,Fulton County,30309,5,2,226,25,11,24,652,27,4,23,10,4,2009,1
BURGLARY-RESIDENCE,92961714,1826 BREWER BLVD SW,306,Sylvan Hills,X,33.7045,-84.4115,house_number,Brewer Boulevard Southwest,Sylvan Hills,Fulton County,30310,3,7,226,39,2,38,7106,42,2,23,10,4,2009,1
ROBBERY-COMMERCIAL,92961852,699 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7733,-84.36439,building,Ponce de Leon Avenue Northeast,Linwood,Fulton County,30308,6,11,226,64,5,30,2033,6,3,23,10,4,2009,1
ROBBERY-COMMERCIAL,92961937,962 MARIETTA ST NW,504,Marietta Street Artery,E,33.77764,-84.40903,amenity,Marietta Street Northwest,Howell Station,Fulton County,30318,5,11,226,42,11,58,7107,45,4,23,10,4,2009,1
LARCENY-FROM VEHICLE,92962065,2051 DELANO DR NE,610,Kirkwood,O,33.75522,-84.3206,house_number,Delano Drive Northeast,Kirkwood,DeKalb County,30317,6,2,226,61,10,54,193,54,3,23,10,4,2009,1
BURGLARY-RESIDENCE,92962075,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523,house_number,McDaniel Street Southwest,Castleberry Hill,Fulton County,30313,1,7,226,14,1,14,1105,15,5,23,10,4,2009,1
AGG ASSAULT,92962091,2711 METROPOLITAN PKWY SW,311,Hammond Park,X,33.68092,-84.40814,amenity,Metropolitan Parkway Southwest,Hammond Park,Fulton County,30310,3,5,226,68,2,50,3204,58,2,23,10,4,2009,1
ROBBERY-PEDESTRIAN,92962168,1223 MANSFIELD AVE NE,608,Candler Park,N,33.76786,-84.34722,house_number,Mansfield Avenue Northeast,Little Five Points,DeKalb County,30307,6,4,226,82,5,6,7108,64,3,23,10,4,2009,1
ROBBERY-PEDESTRIAN,92962174,1047 WASHITA ROAD,602,Inman Park,N,33.76423,-84.35371,house_number,Sinclair Avenue Northeast,Little Five Points,Fulton County,30307,6,4,226,6,5,6,7109,6,3,23,10,4,2009,1
LARCENY-NON VEHICLE,92962189,151 CLEVELAND AVE SW ;BP GAS STATION,310,Browns Mill Park,Z,33.68148,-84.39422,house_number,Cleveland Avenue Southwest,Hammond Park,Fulton County,30315,3,3,226,40,20,50,494,44,2,23,10,4,2009,1
LARCENY-FROM VEHICLE,92962309,1449 OGLETHORPE AVE SW,402,West End,T,33.73693,-84.43514,house_number,Oglethorpe Avenue Southwest,Westview,Fulton County,30310,4,2,226,1,1,18,7110,35,1,23,10,4,2009,1
AGG ASSAULT,92962321,253 AUBURN AVE SE,510,Downtown,M,33.75544,-84.37931,house_number,Bell Street Northeast,Sweet Auburn,Fulton County,30303,5,5,226,5,3,26,7111,30,4,23,10,4,2009,1
ROBBERY-COMMERCIAL,92962323,617 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77122,-84.35216,shop,North Avenue Northeast,Linwood,Fulton County,30306,6,11,226,64,5,30,7112,6,3,23,10,4,2009,1
LARCENY-NON VEHICLE,92962356,895 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751,road,Skylofts Atlanta,West End,Fulton County,30310,4,3,226,1,1,1,40,1,1,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960114,22  7TH ST NE,505,Midtown,E,33.77891,-84.38656,house_number,7th Street Northeast,Midtown,Fulton County,30308,5,2,226,25,11,24,7011,26,4,23,10,4,2009,1
LARCENY-NON VEHICLE,92960130,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76161,-84.38592,tourism,Peachtree Center Avenue Northeast,Hotel District,Fulton County,30303,5,3,226,5,3,5,1090,5,4,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960198,75 MARTIN L KING JR DR SW,511,Downtown,M,33.75119,-84.38996,amenity,Martin Luther King Junior Drive Southwest,South Downtown,Fulton County,30303,5,2,226,5,3,41,381,25,4,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960278,13TH ST NE / W PEACHTREE ST NE,503,Midtown,E,33.78572,-84.38782,building,West Peachtree Street Northwest,Midtown,Fulton County,30309,5,2,226,25,11,24,795,27,4,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960310,CRESCENT AVE NE / 12TH ST NE,503,Midtown,E,33.78455,-84.38434,house_number,Crescent Avenue Northeast,Midtown,Fulton County,30309,5,2,226,25,11,24,340,27,4,23,10,4,2009,1
AUTO THEFT,92960449,1575 MARTIN L KING JR DR NW,104,Mozley Park,K,33.7528,-84.43922,house_number,Martin Luther King Jr Drive Southwest,Battle Hill Haven,Fulton County,30314,1,1,226,52,14,51,390,47,5,23,10,4,2009,1
AUTO THEFT,92960553,1805 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.70593,-84.45368,house_number,Honeysuckle Lane Southwest,Adams Park,Fulton County,30311,4,1,226,4,4,4,7113,4,1,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960566,1035 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78296,-84.35415,house_number,North Highland Avenue Northeast,Virginia Highland,Fulton County,30306,6,2,226,69,16,62,7114,32,3,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960641,2075 CAMPBELLTON RD SW,409,Adams Park,R,33.70713,-84.45637,house_number,Campbellton Road Southwest,Adams Park,Fulton County,30311,4,2,226,16,4,4,4681,17,1,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960648,554 JONES AVE NW,103,English Avenue,L,33.7639,-84.40553,house_number,Jones Avenue Northwest,English Ave.,Fulton County,30314,1,2,226,37,17,22,7115,39,5,23,10,4,2009,1
AGG ASSAULT,92960670,45 WHITEHOUSE DR SW,104,Ashview Heights,T,33.75382,-84.42109,amenity,Martin Luther King Jr Drive Southwest,Atlanta University Center,Fulton County,30314,1,5,226,44,1,15,153,47,5,23,10,4,2009,1
BURGLARY-NONRES,92960760,94 ERICSON ST SE,609,Edgewood,O,33.75084,-84.34437,house_number,Ericson Street Southeast,Edgewood,DeKalb County,30317,6,8,226,11,10,12,7116,12,3,23,10,4,2009,1
AUTO THEFT,92960778,1990 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77604,-84.4501,house_number,Charlotte Place Northwest,Grove Park,Fulton County,30318,1,1,226,26,6,43,7117,63,5,23,10,4,2009,1
AGG ASSAULT,92960835,1640 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70927,-84.37977,house_number,Lakewood Avenue Southeast,Roseland,Fulton County,30315,3,5,226,33,12,16,7118,34,2,23,10,4,2009,1
BURGLARY-RESIDENCE,92960859,385 RALPH MCGILL BLVD NE,604,Old Fourth Ward,M,33.76332,-84.37579,building,Ralph McGill Boulevard,Hotel District,Fulton County,30308,6,7,226,3,3,5,6782,3,3,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960863,1860 PEACHTREE RD NW,207,Ardmore,E,33.80586,-84.39439,house_number,28th Street Northwest,Brookwood,Fulton County,30309,2,2,226,92,11,13,1460,13,6,23,10,4,2009,1
LARCENY-FROM VEHICLE,92960887,221 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76045,-84.38556,house_number,Peachtree Center Avenue Northeast,Hotel District,Fulton County,30303,5,2,226,5,3,5,1386,5,4,23,10,4,2009,1
LARCENY-NON VEHICLE,92960905,1419 ERIC ST SE,305,Chosewood Park,Y,33.71587,-84.37526,house_number,Eric Street Southeast,Roseland,Fulton County,30315,3,3,226,15,12,16,7119,16,2,23,10,4,2009,1
LARCENY-NON VEHICLE,92651033,3495 BUCKHEAD LOOP,512,Downtown,M,33.7472,-84.39629,amenity,Peachtree Street Southwest,South Downtown,Fulton County,30303,5,3,227,5,3,41,7121,40,4,22,10,4,2009,1
BURGLARY-RESIDENCE,92951150,1587 JONESBORO RD SE,305,South Atlanta,Y,33.70925,-84.38147,house_number,Jonesboro Road Southeast,Lakewood Heights,Fulton County,30315,3,7,227,48,12,32,7122,16,2,22,10,4,2009,1
BURGLARY-RESIDENCE,92951176,4116 ARBOR GATES DR NE,210,Pine Hills,B,33.82661,-84.35841,house_number,Arbor Gates Drive,The Hill,Fulton County,30324,2,7,227,20,7,20,7123,21,6,22,10,4,2009,1
LARCENY-FROM VEHICLE,92951244,95 M.L. KING,511,Downtown,M,33.75161,-84.39112,building,Martin Luther King Junior Drive Southwest,South Downtown,Fulton County,30303,5,2,227,5,3,41,708,25,4,22,10,4,2009,1
LARCENY-NON VEHICLE,92951256,675 W PEACHTREE ST NE,505,Midtown,E,33.773,-84.38723,building,West Peachtree Street Northwest,Midtown,Fulton County,30308,5,3,227,25,11,24,1026,26,4,22,10,4,2009,1
ROBBERY-PEDESTRIAN,92951257,391 17TH ST NW,501,Atlantic Station,E,33.79109,-84.40088,building,17th Street Northwest,Atlantic Station,Fulton County,30363,5,4,227,50,11,47,141,48,4,22,10,4,2009,1
LARCENY-NON VEHICLE,92951268,942 HANK AARON DR SE,304,Peoplestown,V,33.72861,-84.38619,house_number,Dunning Street Southeast,Peoplestown,Fulton County,30315,3,3,227,34,8,11,2489,36,2,22,10,4,2009,1
LARCENY-NON VEHICLE,92951322,585 EAST AVE NE,603,Old Fourth Ward,M,33.76299,-84.36812,house_number,East Avenue Northeast,Inman Park,Fulton County,30312,6,3,227,3,3,3,7124,61,3,22,10,4,2009,1
LARCENY-NON VEHICLE,92951456,2707 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.77774,-84.47583,house_number,Hightower Place Northwest,Center Hill,Fulton County,30318,1,3,227,88,22,7,1486,53,5,22,10,4,2009,1
AUTO THEFT,92951470,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042,house_number,Northside Drive Northwest,Vine City,Fulton County,30318,1,1,227,37,17,46,100,39,5,22,10,4,2009,1
LARCENY-NON VEHICLE,92951473,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915,amenity,Moreland Avenue Northeast,Little Five Points,Fulton County,30306,6,3,227,6,5,6,142,6,3,22,10,4,2009,1
BURGLARY-RESIDENCE,92951500,1717 CENTRA VILLA DR SW,409,Adams Park,R,33.70928,-84.45571,house_number,Centra Villa Drive Southwest,Adams Park,Fulton County,30311,4,7,227,16,4,4,1514,17,1,22,10,4,2009,1
LARCENY-NON VEHICLE,92951690,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,227,27,15,27,41,29,6,22,10,4,2009,1
LARCENY-FROM VEHICLE,92951817,1550 HOSEA L WILLIAMS DR NE @COAN MIDDLE SCHOOL,609,Edgewood,O,33.75416,-84.33731,building,Hosea L Williams Drive Southeast,Kirkwood,DeKalb County,30317,6,2,227,11,10,54,1205,12,3,22,10,4,2009,1
LARCENY-FROM VEHICLE,92951946,64 CANDLELIGHT LN SW,407,Baker Hills,H,33.75618,-84.52134,house_number,Candlelight Lane Southwest,Normandy Forest,Fulton County,30331,4,2,227,117,18,42,7125,57,1,22,10,4,2009,1
LARCENY-FROM VEHICLE,92952004,120 RALPH MCGILL BLVD NE;,509,Downtown,M,33.76435,-84.38301,house_number,Ralph McGill Boulevard,Hotel District,Fulton County,30308,5,2,227,5,3,5,5808,5,4,22,10,4,2009,1
LARCENY-FROM VEHICLE,92952022,736 PONCE DE LEON AVE NE;,601,Virginia Highland,F,33.77386,-84.3631,house_number,Ponce de Leon Avenue Northeast,Linwood,Fulton County,30306,6,2,227,69,16,30,2775,32,3,22,10,4,2009,1
BURGLARY-RESIDENCE,92952092,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042,house_number,Northside Drive Northwest,Vine City,Fulton County,30318,1,7,227,37,17,46,100,39,5,22,10,4,2009,1
ROBBERY-RESIDENCE,92952137,1628 BEATIE AVE.,301,Capitol View,X,33.71044,-84.41097,house_number,Beatie Avenue Southwest,Capitol View,Fulton County,30310,3,10,227,89,2,2,7126,2,2,22,10,4,2009,1
LARCENY-FROM VEHICLE,92952141,950 W PEACHTREE ST NW,503,Midtown,E,33.7805,-84.38752,road,West Peachtree Street Northwest,Midtown,Fulton County,30332,5,2,227,25,11,24,276,27,4,22,10,4,2009,1
LARCENY-FROM VEHICLE,92952177,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.81907,-84.37069,road,Garson Drive Northeast,Lindbergh,Fulton County,30324,2,2,227,8,7,8,578,8,6,22,10,4,2009,1
LARCENY-FROM VEHICLE,92952222,2887 ALSTON DR SE,611,East Lake,O,33.7446,-84.29234,house_number,Alston Drive Southeast,East Lake Highlands,DeKalb County,30317,6,2,227,17,10,36,7127,18,3,22,10,4,2009,1
ROBBERY-PEDESTRIAN,92952300,1169 SEABOARD AVE NE,606,Reynoldstown,N,33.75852,-84.3493,road,Moreland Avenue Northeast,Little Five Points,Fulton County,30306,6,4,227,59,5,6,7128,51,3,22,10,4,2009,1
LARCENY-FROM VEHICLE,92960001,800 MARIETTA ST NW,504,Marietta Street Artery,E,33.77381,-84.40575,building,Marietta Street Northwest,Bellwood,Fulton County,30318,5,2,227,42,11,33,1152,45,4,22,10,4,2009,1
AGG ASSAULT,92950035,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70405,-84.45488,house_number,Myrtle Drive Southwest,Adams Park,Fulton County,30311,4,5,227,4,4,4,2578,4,1,22,10,4,2009,1
AGG ASSAULT,92950126,2775 GRAND AVE SW,311,Hammond Park,X,33.67916,-84.40045,house_number,Grand Avenue Southwest,Hammond Park,Fulton County,30315,3,5,227,68,2,50,7129,58,2,22,10,4,2009,1
ROBBERY-PEDESTRIAN,92950198,501 PIEDMONT AVE NE,603,Old Fourth Ward,M,33.76794,-84.3819,house_number,Piedmont Avenue Northeast,Hotel District,Fulton County,30308,6,4,227,3,3,5,2127,61,3,22,10,4,2009,1
BURGLARY-NONRES,92950271,2095 CAMPBELLTON RD SW,409,Adams Park,R,33.70687,-84.45716,house_number,Campbellton Road Southwest,Adams Park,Fulton County,30311,4,8,227,16,4,4,7130,17,1,22,10,4,2009,1
ROBBERY-PEDESTRIAN,92950363,1338 METROPOLITAN PKWY SW,301,Capitol View Manor,X,33.71841,-84.40774,house_number,Metropolitan Parkway Southwest,Capitol View,Fulton County,30310,3,4,227,2,2,2,7131,2,2,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950364,1856 BEECHER RD SW,404,Cascade Avenue/Road,S,33.73345,-84.44856,house_number,Beecher Street Southwest,Westview,Fulton County,30310,4,2,227,91,21,18,7132,19,1,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950389,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523,house_number,McDaniel Street Southwest,Castleberry Hill,Fulton County,30313,1,2,227,14,1,14,1105,15,5,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950575,1074 PEACHTREE WALK NE,503,Midtown,E,33.78436,-84.38639,house_number,Peachtree Walk Northeast,Midtown,Fulton County,30309,5,2,227,25,11,24,3481,27,4,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950584,1079 MARIETTA BLVD,106,Knight Park/Howell Station,K,33.7839,-84.4285,house_number,Marietta Boulevard Northwest,Rockdale,Fulton County,30318,1,2,227,28,14,28,216,23,5,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950597,248 CHESTER AVE SE,606,Reynoldstown,N,33.74745,-84.35901,shop,Chester Avenue Southeast,Inman Park,Fulton County,30316,6,2,227,59,5,3,7133,51,3,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950641,711 COSMOPOLITAN DR.,211,Lindbergh/Morosgo,B,33.82095,-84.36227,house_number,Lindbergh Drive Northeast,Lindbergh,Fulton County,30324,2,2,227,8,7,8,6516,8,6,22,10,4,2009,1
BURGLARY-NONRES,92950661,2220 CAMPBELLTON RD,410,Campbellton Road,R,33.7044,-84.46144,house_number,Campbellton Road Southwest,Adams Park,Fulton County,30311,4,8,227,4,4,4,1099,4,1,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950679,637 LESTER ST NW,102,Vine City,L,33.7589,-84.40835,house_number,Lester Street Northwest,Vine City,Fulton County,30314,1,2,227,35,17,46,7134,37,5,22,10,4,2009,1
LARCENY-NON VEHICLE,92950704,1801 HOWELL MILL RD NW ;WALMART,204,Berkeley Park,D,33.80388,-84.41278,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,3,227,27,15,27,41,29,6,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950705,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76685,-84.36242,building,Ralph McGill Boulevard Northeast,Inman Park,Fulton County,30312,6,2,227,3,3,3,896,61,3,22,10,4,2009,1
LARCENY-NON VEHICLE,92950771,1061 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77374,-84.35284,house_number,Ponce de Leon Avenue Northeast,Linwood,Fulton County,30306,6,3,227,64,5,30,962,6,3,22,10,4,2009,1
LARCENY-NON VEHICLE,92950863,12 BROAD ST,511,Downtown,M,33.7532,-84.39201,amenity,Alabama Street Southwest,Five Points,Fulton County,30303,5,3,227,5,3,9,139,25,4,22,10,4,2009,1
LARCENY-NON VEHICLE,92950879,430 CENTENNIAL OLYMPIC P DR NW ;404C,504,Downtown,M,33.76635,-84.39239,house_number,Hunnicutt Street Northwest,Hotel District,Fulton County,30313,5,3,227,5,3,5,7135,45,4,22,10,4,2009,1
LARCENY-FROM VEHICLE,92950939,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74651,-84.40675,house_number,Greensferry Avenue Southwest,Atlanta University Center,Fulton County,30314,1,2,227,14,1,15,333,15,5,22,10,4,2009,1
BURGLARY-RESIDENCE,92950963,685 WILSON RD NW,205,Springlake,C,33.81588,-84.41061,house_number,Wilson Road Northwest,Ellsworth Park,Fulton County,30318,2,7,227,38,19,37,7136,41,6,22,10,4,2009,1
LARCENY-FROM VEHICLE,92942054,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867,house_number,11th Street Northeast,Midtown,Fulton County,30309,5,2,228,25,11,24,661,43,4,21,10,4,2009,1
LARCENY-FROM VEHICLE,92942108,1586 HOWELL MILL RD NW,207,Berkeley Park,D,33.79817,-84.41654,shop,Howell Mill Road Northwest,Woodward,Fulton County,30363,2,2,228,27,15,27,7137,13,6,21,10,4,2009,1
ROBBERY-COMMERCIAL,92942131,1715 HOWELL MILL RD NW,204,Berkeley Park,D,33.80089,-84.4157,shop,Howell Mill Road Northwest,Woodward,Fulton County,30318,2,11,228,27,15,27,266,29,6,21,10,4,2009,1
LARCENY-NON VEHICLE,92942141,1001 NORTHSIDE DR NW,501,Home Park,E,33.78155,-84.40748,house_number,10th Street Northwest,Howell Station,Fulton County,30318,5,3,228,46,11,58,4691,48,4,21,10,4,2009,1
ROBBERY-COMMERCIAL,92942155,2766 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67967,-84.40736,shop,Metropolitan Parkway Southwest,Hammond Park,Fulton County,30315,3,11,228,68,2,50,1198,58,2,21,10,4,2009,1
ROBBERY-PEDESTRIAN,92942191,1124 WYLIE ST SE,606,Reynoldstown,N,33.75251,-84.35026,house_number,Wylie Street Southeast,Inman Park,Fulton County,30316,6,4,228,59,5,3,7138,51,3,21,10,4,2009,1
LARCENY-FROM VEHICLE,92942229,3965 RUTGERS DR SW,407,Baker Hills,H,33.76123,-84.51752,house_number,Rutgers Drive Southwest,Normandy Forest,Fulton County,30331,4,2,228,117,18,42,7139,57,1,21,10,4,2009,1
